제작사,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유,,
비엠더블유코리아,Gran Turismo 30d xDrive,2012-03-22,2013-09-06,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,640d xDrive Gran Coupe,2012-11-14,2013-09-09,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,730d,2010-09-03,2013-03-26,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,730d xDrive,2012-11-14,2013-09-06,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,730Ld,2010-05-18,2013-09-09,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,740d,2012-11-19,2013-03-18,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,740d xDrive,2012-03-21,2013-09-09,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,X3 xDrive30d,2011-03-31,2013-10-19,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,X3 xDrive35d,2012-01-18,2013-02-21,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,X5 xDrive30d,2010-03-22,2013-10-15,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,X5 xDrive40d,2011-03-31,2013-04-25,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,X5 M50d,2013-07-18,2013-10-15,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,X6 xDrive30d,2010-04-19,2013-12-09,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,X6 xDrive40d,2011-04-02,2013-11-20,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,X6 M50d,2012-06-11,2013-12-11,2016-12-09,엔진 타이밍체인 텐셔너의 기능이 원활하지 않아 주행 중 시동이 꺼질 가능성,,
비엠더블유코리아,Gran Turismo 30d,2011-12-13,2012-06-28,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,Gran Turismo 35i,2012-02-29,2012-05-25,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,Gran Turismo 35i xDrive,2011-12-13,2012-06-29,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,Gran Turismo 50i xDrive,2012-01-12,2012-06-26,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,730d,2011-12-14,2012-05-18,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,730Ld,2012-01-13,2012-05-11,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,740i,2012-02-15,2012-03-30,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,740Li,2012-01-12,2012-05-24,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,750Li,2012-01-23,2012-04-30,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,750Li xDrive,2012-01-10,2012-06-15,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,760Li,2012-01-31,2012-05-16,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,Rolls-Royce Ghost,2012-02-14,2012-06-11,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,Rolls-Royce Ghost EWB,2012-02-02,2012-05-04,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,(부품판매)520d,2010-07-27,2011-08-08,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,(부품판매)528i,2010-11-11,2010-11-15,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,(부품판매)740Li,2008-12-18,2010-03-04,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,(부품판매)750Li,2009-09-24,2009-09-24,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,(부품판매)760Li,2009-09-14,2009-09-14,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,(부품판매)Gran Turismo 35i,2011-01-10,2011-01-10,2016-12-09,중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
비엠더블유코리아,520i,2011-09-01,2012-01-31,2016-12-30,오일필터와 결합된 하우징(케이스)의 재질 불량으로 엔진오일과 냉각수가 섞여 주행 중 소음이 발생하고 엔진이 손상될 가능성,,
비엠더블유코리아,528i,2011-09-01,2012-01-04,2016-12-30,오일필터와 결합된 하우징(케이스)의 재질 불량으로 엔진오일과 냉각수가 섞여 주행 중 소음이 발생하고 엔진이 손상될 가능성,,
비엠더블유코리아,528i xDrive,2011-09-09,2012-01-03,2016-12-30,오일필터와 결합된 하우징(케이스)의 재질 불량으로 엔진오일과 냉각수가 섞여 주행 중 소음이 발생하고 엔진이 손상될 가능성,,
비엠더블유코리아,Z4 sDrive 28i,2011-09-04,2011-11-28,2016-12-30,오일필터와 결합된 하우징(케이스)의 재질 불량으로 엔진오일과 냉각수가 섞여 주행 중 소음이 발생하고 엔진이 손상될 가능성,,
비엠더블유코리아,X5 xDrive30d,2010-04-05,2010-11-19,2016-12-30,전방 프로펠러 샤프트의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성,,
비엠더블유코리아,X5 xDrive35i,2010-04-07,2010-11-10,2016-12-30,전방 프로펠러 샤프트의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성,,
비엠더블유코리아,X5 xDrive50i,2010-04-14,2010-10-29,2016-12-30,전방 프로펠러 샤프트의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성,,
비엠더블유코리아,X5 M,2010-08-31,2010-09-27,2016-12-30,전방 프로펠러 샤프트의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성,,
비엠더블유코리아,X6 xDrive30d,2010-04-19,2010-11-15,2016-12-30,전방 프로펠러 샤프트의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성,,
비엠더블유코리아,X6 xDrive50i,2010-05-07,2010-10-26,2016-12-30,전방 프로펠러 샤프트의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성,,
비엠더블유코리아,X6 M,2010-04-15,2010-10-22,2016-12-30,전방 프로펠러 샤프트의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성,,
비엠더블유코리아,ActiveHybrid X6,2010-06-23,2010-11-08,2016-12-30,전방 프로펠러 샤프트의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성,,
비엠더블유코리아,428i Convertible,2015-02-17,2015-02-17,2016-12-30,전자식 파워스티어링 컨트롤 유닛 내부에 위치한 전기회로의 접점불량으로 조향 보조장치가 정상 작동하지 않아 안전운행에 지장을 줄 가능성,,
비엠더블유코리아,X6 xDrive40d,2015-02-05,2015-02-05,2016-12-30,전자식 파워스티어링 컨트롤 유닛 내부에 위치한 전기회로의 접점불량으로 조향 보조장치가 정상 작동하지 않아 안전운행에 지장을 줄 가능성,,
스카니아코리아,스카니아 카고트럭,2015-01-19,2015-03-12,2016-01-18,후륜 구동축의 스프링 브레이크 챔버의 커버와 이를 고정하는 볼트의 조립이 헐거워 주차 브레이크 기능을 저하시킬 가능성,,
스카니아코리아,스카니아 트랙터,2015-10-19,2015-10-19,2016-02-01,"운전석,조수석의 승하차 손잡이와 조수석 좌석안전띠를 고정하는 나사가 내구성이 떨어져 지속 사용시 나사 파손으로 인하여 안전사고 발생 가능성",,
스카니아코리아,스카니아 카코트럭,2015-10-12,2015-10-19,2016-02-01,"운전석,조수석의 승하차 손잡이와 조수석 좌석안전띠를 고정하는 나사가 내구성이 떨어져 지속 사용시 나사 파손으로 인하여 안전사고 발생 가능성",,
스카니아코리아,스카니아 트랙터,2015-08-25,2015-08-25,2016-05-18,운전석 하단 프레임 용접 결함으로 인한 등받이 고정 불량 및 안전벨트 체결 성능 저하 가능성,,
스카니아코리아,스카니아 카고트럭,2016-02-25,2016-04-14,2016-07-05,앞바퀴(1축) 드래그링크 암과 너트의 조립 불량으로 체결이 풀릴 경우 운전자 의도대로 조향되지 않아 안전운행에 지장을 줄 가능성,,
스카니아코리아,스카니아 카고트럭,2012-09-11,2015-12-29,2016-10-07,전축 타이어에 작용되는 적차 상태의 하중이 해당 타이어의 최대 허용하중을 초과하여 안전기준 제12조제1항을 위반,,
씨엔에이치 인더스트리얼 코리아(유),이베코 26.5톤 카고트럭,2013-07-12,2013-07-12,2016-02-15,"차체길이, 차량중량 안전기준 제원 허용차 범위 초과",,
아우디폭스바겐코리아,Passat B6 2.0 TDI,2005-07-13,2008-05-16,2016-06-30,육각 샤프트의 마모로 엔진오일펌프의 작동불량으로 시동꺼질 수 있음,,
아우디폭스바겐코리아,Passat 1.8 TSI(US),2014-11-18,2015-06-24,2016-04-05,엔진 캠축에 연결된 고압 연료 분사 펌프 및 브레이크 진공 펌프 사이에서 과부하가 발생되어 엔진 출력 감소 및 브레이크 성능저하로 안전운행에 지장을 줄 가능성 발견,,
아우디폭스바겐코리아,Touareg 3.0 TDI,2011-02-11,2016-01-19,2016-04-26,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성이 발견,,
아우디폭스바겐코리아,Touareg 4.2 TDI,2011-02-10,2014-07-13,2016-04-26,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성이 발견,,
아우디폭스바겐코리아,Tiguan 2.0 TDI BMT,2015-01-14,2015-02-04,2016-04-26,사이드 에어백(운전석 및 조수석) 내부 부품 불량으로 충돌로 인한 에어백 전개시 금속 파편이 운전자 등에게 상해를 입힐 가능성 발견,,
아우디폭스바겐코리아,아우디 Q5,2015-01-13,2015-02-03,2016-04-29,사이드 에어백(운전석 및 조수석) 내부 부품 불량으로 충돌로 인한 에어백 전개시 금속 파편이 운전자 등에게 상해를 입힐 가능성 발견,,
아우디폭스바겐코리아,아우디 S8,2007-12-14,2008-02-01,2016-07-08,창유리(Sun Roof) 접착 불량으로 주행 중 창유리가 차량에서 이탈되어 안전운행에 지장을 줄 가능성,,
아우디폭스바겐코리아,CC,2015-11-25,2016-02-04,2016-07-18,어린이보호 잠금장치의 내부 부품(멈춤쇠 레버) 결함으로 해당 장치가 작동하지 않을 경우 어린이 안전사고가 발생할 가능성,,
아우디폭스바겐코리아,Golf,2015-11-25,2016-02-04,2016-07-18,어린이보호 잠금장치의 내부 부품(멈춤쇠 레버) 결함으로 해당 장치가 작동하지 않을 경우 어린이 안전사고가 발생할 가능성,,
아우디폭스바겐코리아,Polo,2015-11-25,2016-02-04,2016-07-18,어린이보호 잠금장치의 내부 부품(멈춤쇠 레버) 결함으로 해당 장치가 작동하지 않을 경우 어린이 안전사고가 발생할 가능성,,
아우디폭스바겐코리아,Tiguan,2015-11-25,2016-02-04,2016-07-18,어린이보호 잠금장치의 내부 부품(멈춤쇠 레버) 결함으로 해당 장치가 작동하지 않을 경우 어린이 안전사고가 발생할 가능성,,
아우디폭스바겐코리아,A8 4.2 FSI Quattro ,2010-07-16,2012-04-13,2016-08-25,냉각수 제어밸브의 설계불량으로 인해 누수된 냉각수가 엔진 ECU 커넥터로 유입되어 연료펌프 제어 배선의 단락현상이 일어나 전원 공급이 차단되고 연료펌프 작동이 중지되어 주행 중 시동꺼짐 발생,,
아우디폭스바겐코리아,Continental Flying Spur,2008-06-26,2008-06-26,2016-09-01,제작과정에서 선루프의 창유리 패널이 오염되어 선루프 프레임과 접착력이 떨어질 경우 창유리 패널이 차량에서 이탈되어 사고가 발생할 가능성,,
아우디폭스바겐코리아,Q7 3.0 TDI Quattro,2015-12-12,2016-05-29,2016-10-21,승차정원 7인 이상 승용자동차임에도 소화기를 비치하지 않아 자동차 안전기준을 위반(안전기준 제57조제1호 부적합),,
아우디폭스바겐코리아,CC 2.0 TDI,2014-02-05,2014-04-25,2016-09-22,"배기가스 재순환(EGR) 밸브 고정핀 불량으로 EGR 밸브 제어가 불가능하여 밸브가 열려 있는 경우 실린더로 많은 양의 배기가스가 유입되어 산소부족으로 연소가 불가능해지며, 이로 인해 주행 중 Start-and-Stop 작동 등으로 엔진 정지 후 재시동 불가 및 시동 직후 시동 꺼짐 현상 발생",,
아우디폭스바겐코리아,Jetta 1.6 TDI,2014-03-17,2014-05-30,2016-09-22,"배기가스 재순환(EGR) 밸브 고정핀 불량으로 EGR 밸브 제어가 불가능하여 밸브가 열려 있는 경우 실린더로 많은 양의 배기가스가 유입되어 산소부족으로 연소가 불가능해지며, 이로 인해 주행 중 Start-and-Stop 작동 등으로 엔진 정지 후 재시동 불가 및 시동 직후 시동 꺼짐 현상 발생",,
아우디폭스바겐코리아,Jetta 2.0 TDI,2014-03-11,2014-06-23,2016-09-22,"배기가스 재순환(EGR) 밸브 고정핀 불량으로 EGR 밸브 제어가 불가능하여 밸브가 열려 있는 경우 실린더로 많은 양의 배기가스가 유입되어 산소부족으로 연소가 불가능해지며, 이로 인해 주행 중 Start-and-Stop 작동 등으로 엔진 정지 후 재시동 불가 및 시동 직후 시동 꺼짐 현상 발생",,
아우디폭스바겐코리아,Passat 2.0 TDI,2014-03-20,2014-06-24,2016-09-22,"배기가스 재순환(EGR) 밸브 고정핀 불량으로 EGR 밸브 제어가 불가능하여 밸브가 열려 있는 경우 실린더로 많은 양의 배기가스가 유입되어 산소부족으로 연소가 불가능해지며, 이로 인해 주행 중 Start-and-Stop 작동 등으로 엔진 정지 후 재시동 불가 및 시동 직후 시동 꺼짐 현상 발생",,
아우디폭스바겐코리아,Polo 1.6 TDI,2014-02-13,2014-04-28,2016-09-22,"배기가스 재순환(EGR) 밸브 고정핀 불량으로 EGR 밸브 제어가 불가능하여 밸브가 열려 있는 경우 실린더로 많은 양의 배기가스가 유입되어 산소부족으로 연소가 불가능해지며, 이로 인해 주행 중 Start-and-Stop 작동 등으로 엔진 정지 후 재시동 불가 및 시동 직후 시동 꺼짐 현상 발생",,
아우디폭스바겐코리아,Scirocco R-line,2014-04-15,2014-05-07,2016-09-22,"배기가스 재순환(EGR) 밸브 고정핀 불량으로 EGR 밸브 제어가 불가능하여 밸브가 열려 있는 경우 실린더로 많은 양의 배기가스가 유입되어 산소부족으로 연소가 불가능해지며, 이로 인해 주행 중 Start-and-Stop 작동 등으로 엔진 정지 후 재시동 불가 및 시동 직후 시동 꺼짐 현상 발생",,
아우디폭스바겐코리아,The Beetle 2.0 TDI,2014-03-14,2014-07-29,2016-09-22,"배기가스 재순환(EGR) 밸브 고정핀 불량으로 EGR 밸브 제어가 불가능하여 밸브가 열려 있는 경우 실린더로 많은 양의 배기가스가 유입되어 산소부족으로 연소가 불가능해지며, 이로 인해 주행 중 Start-and-Stop 작동 등으로 엔진 정지 후 재시동 불가 및 시동 직후 시동 꺼짐 현상 발생",,
아우디폭스바겐코리아,Tiguan 2.0 TDI,2014-02-04,2014-05-12,2016-09-22,"배기가스 재순환(EGR) 밸브 고정핀 불량으로 EGR 밸브 제어가 불가능하여 밸브가 열려 있는 경우 실린더로 많은 양의 배기가스가 유입되어 산소부족으로 연소가 불가능해지며, 이로 인해 주행 중 Start-and-Stop 작동 등으로 엔진 정지 후 재시동 불가 및 시동 직후 시동 꺼짐 현상 발생",,
아우디폭스바겐코리아,A4 2.0 TFSI quattro,2008-08-28,2009-08-05,2016-12-13,에어백 컨트롤 유닛의 제작결함으로 에어백이 전개되어야 할 조건에서 에어백과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
아우디폭스바겐코리아,A4 2.0 TFSI mu.,2009-01-30,2009-08-04,2016-12-13,에어백 컨트롤 유닛의 제작결함으로 에어백이 전개되어야 할 조건에서 에어백과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
아우디폭스바겐코리아,A4 30 TDI ,2008-08-14,2008-08-27,2016-12-13,에어백 컨트롤 유닛의 제작결함으로 에어백이 전개되어야 할 조건에서 에어백과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
아우디폭스바겐코리아,A5 2.0 TFSI quattro,2008-09-04,2009-08-04,2016-12-13,에어백 컨트롤 유닛의 제작결함으로 에어백이 전개되어야 할 조건에서 에어백과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
아우디폭스바겐코리아,Q5 2.0 TDI quattro,2009-02-05,2009-08-25,2016-12-13,에어백 컨트롤 유닛의 제작결함으로 에어백이 전개되어야 할 조건에서 에어백과 좌석안전띠 프리텐셔너가 작동하지 않을 가능성,,
아우디폭스바겐코리아,Q7 35 TDI quattro,2015-12-14,2016-07-10,2016-10-28,3열 좌석을 지지하는 브래킷이 장착되지 않아 사고가 발생할 경우 탑승자가 상해를 입을 가능성,,
아우디폭스바겐코리아,Q7 45 TDI quattro,2015-12-12,2016-08-03,2016-10-28,3열 좌석을 지지하는 브래킷이 장착되지 않아 사고가 발생할 경우 탑승자가 상해를 입을 가능성,,
아우디폭스바겐코리아,Golf A7 2.0 GTI,2014-05-29,2016-03-17,2016-11-25,연료탱크 내 흡입제트펌프의 제작결함으로 연료가 샐 경우 화재가 발생할 가능성,,
아우디폭스바겐코리아,Golf A7 1.4 TSI,2014-05-28,2016-03-19,2016-11-25,연료탱크 내 흡입제트펌프의 제작결함으로 연료가 샐 경우 화재가 발생할 가능성,,
아우디폭스바겐코리아,A3 35TFSI,2014-07-19,2015-05-10,2016-11-25,연료탱크 내 흡입제트펌프의 제작결함으로 연료가 샐 경우 화재가 발생할 가능성,,*
아우디폭스바겐코리아,Q7 4.2 FSI quattro,2006-05-31,2006-12-16,2016-11-25,연료펌프 플랜지(마개)의 제작결함으로 균열이 생겨 연료가 샐 경우 화재가 발생할 가능성,,
아우디폭스바겐코리아,Q5 2.0 TFSI quattro,2009-06-16,2010-02-12,2016-11-25,연료펌프 플랜지(마개)의 제작결함으로 균열이 생겨 연료가 샐 경우 화재가 발생할 가능성,,
에프씨에이코리아,짚체로키,2014-04-06,2014-07-01,2016-01-29,와이퍼에서 발생된 정전기가 제거되지 않고 축적되어 와이퍼를 제어하는 전자기기에 영향을 줌으로써 와이퍼가 작동되지 않을 수 있음,,
에프씨에이코리아,짚컴패스 MK,2015-03-09,2015-05-06,2016-03-15,유압식 파워스티어링 호스를 고정하는 부품의 장착 불량으로 호스가 이탈되어 오일이 샐 경우 조향기능이 정상적으로 작동되지 않거나 화재 발생 가능성,,
에프씨에이코리아,프리몬트 JF,2012-09-04,2013-03-13,2016-03-15,ABS 모듈 접지단자 불량으로 수분이 유입될 경우 ABS 또는 ESC 시스템이 작동되지 않아 안전운행에 지장,,
에프씨에이코리아,짚체로키 KL,2015-02-24,2015-09-03,2016-03-15,파워 테일게이트 ECU(전자제어장치) 전기 배선 연결부에 수분이 유입되어 파워 테일게이트가 작동되지 않거나 전기배선에서 화재가 발생할 가능성,,
에프씨에이코리아,짚체로키 KJ,2001-03-09,2002-12-11,2016-03-15,에어백 컨트롤 시스템의 오류로 인해 사고가 발생하지 않은 상황임에도 앞열 에어백이 전개되거나 좌석안전띠 프리텐셔너가 작동될 가능성 발견,,
에프씨에이코리아,짚그랜드체로키 WJ/WG,2001-09-04,2003-03-28,2016-03-15,에어백 컨트롤 시스템의 오류로 인해 사고가 발생하지 않은 상황임에도 앞열 에어백이 전개되거나 좌석안전띠 프리텐셔너가 작동될 가능성 발견,,
에프씨에이코리아,짚그랜드체로키 WJ/WG,2003-10-14,2004-11-13,2016-07-08,"에어백 컨트롤 시스템의 오류로 인해 사고가 발생하지 않은 상황임에도 앞열(운전석, 승객석) 에어백이 전개되거나 좌석안전띠 프리텐셔너*가 작동될 가능성",,
에프씨에이코리아,짚그랜드체로키 WK,2016-02-16,2016-02-18,2016-07-08,자동변속기 조종레버의 전기적 결함으로 조종레버가 운전자 의도대로 움직이지 않아 안전운행에 지장을 줄 가능성,,
에프씨에이코리아,짚그랜드체로키 WK,2013-03-27,2015-12-01,2016-09-02,"실제 기어가 '주차(P)‘ 상태에 놓여있지 않음에도 운전자가 ’주차‘ 위치에 있다고 생각하고 하차하는 경우, 기어 위치에 대한 충분한 경고가 없어 운전자나 승객이 움직이는 차에 치이는 등의 사고가 발생할 가능성",,
에프씨에이코리아,300C LX,2011-09-08,2014-11-17,2016-09-02,"실제 기어가 '주차(P)‘ 상태에 놓여있지 않음에도 운전자가 ’주차‘ 위치에 있다고 생각하고 하차하는 경우, 기어 위치에 대한 충분한 경고가 없어 운전자나 승객이 움직이는 차에 치이는 등의 사고가 발생할 가능성",,
에프씨에이코리아,그랜드보이저 RT,2015-09-14,2015-09-30,2016-09-02,"변속기 내부에 장착된 오일펌프의 제작결함으로 변속기와 오일펌프가 부정확하게 체결되어, 유압이 손실될 경우 주행 중 변속불량 및 동력 손실로 이어져 사고가 발생할 가능성",,
에프씨에이코리아,짚그랜드체로키 WK,2010-07-20,2012-08-31,2016-09-02,"바이저 램프 배선의 결함으로 램프 배선과 동 배선이 통과되는 루프 판넬의 간섭이 일어나 배선이 손상될 경우, 램프 오작동 및 화재가 발생할 가능성",,
에프씨에이코리아,짚체로키 KL,2015-09-15,2016-02-22,2016-10-27,유럽기준(UNECE)으로 제작된 차량임에도 불구하고 제작공정 오류로 뒷좌석 안전띠 리트랙터가 유럽기준이 아닌 미국기준(FMVSS)으로 제작,,
에프씨에이코리아,짚체로키 KL,2014-06-19,2015-07-21,2016-11-11,좌석 프레임 고정 볼트의 조립불량으로 충돌시 제대로 고정되지 않은 좌석이 움직여 탑승자의 부상 발생이 증가할 가능성,,
에프엠케이,캘리포니아 T,2015-09-15,2015-09-16,2016-01-18,엔진에 연료를 공급하는 파이프의 손상으로 주행 중 연료 누유로 인한 화재발생 가능성,,
에프엠케이,GranTurismo,2015-11-26,2015-11-27,2016-01-29,엔진에 연료를 공급하는 파이프의 제작결함으로 주행 중 연료 누유로 인한 화재발생 가능성,,
에프엠케이,콰트로 포르테 GTS,2013-03-15,2015-11-23,2016-03-31,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,,
에프엠케이,콰트로 포르테 S Q4,2013-09-17,2015-09-21,2016-03-31,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,,
에프엠케이,콰트로 포르테 Diesel,2014-05-08,2015-12-16,2016-03-31,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,,
에프엠케이,콰트로 포르테 350,2015-07-24,2015-11-23,2016-03-31,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,,
에프엠케이,기블리 S Q4,2013-10-28,2015-11-25,2016-03-31,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,,
